Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies_Label
2,A1 SH,LUKE G U,2618.5,154.37,0.39,3.1,31.45,3.4,1,0.698,CSiS
2,A1 SH,LUKE G U,2619.0,153.77,0.39,8.4,34.1,3.0,1,0.679,CSiS
2,A1 SH,LUKE G U,2619.5,132.29,0.39,8.2,34.1,2.8,1,0.66,CSiS
3,A1 SH,LUKE G U,2620.0,102.28,0.418,0.0,30.0,2.6,1,0.642,FSiS
3,A1 SH,LUKE G U,2620.5,77.82,0.436,17.9,20.15,2.4,1,0.623,FSiS
3,A1 SH,LUKE G U,2621.0,67.52,0.446,10.1,12.25,2.5,1,0.604,FSiS
3,A1 SH,LUKE G U,2621.5,61.32,0.455,7.0,8.1,2.8,1,0.585,FSiS
2,A1 SH,LUKE G U,2622.0,58.69,0.455,7.1,7.95,3.0,1,0.566,CSiS
2,A1 SH,LUKE G U,2622.5,54.36,0.465,6.3,8.55,3.3,1,0.547,CSiS
2,A1 SH,LUKE G U,2623.0,52.75,0.455,4.8,10.4,3.5,1,0.528,CSiS
2,A1 SH,LUKE G U,2623.5,51.96,0.465,4.7,11.15,3.4,1,0.509,CSiS
2,A1 SH,LUKE G U,2624.0,54.01,0.483,4.5,11.65,3.4,1,0.491,CSiS
2,A1 SH,LUKE G U,2624.5,54.16,0.493,4.6,12.2,3.4,1,0.472,CSiS
2,A1 SH,LUKE G U,2625.0,54.27,0.493,5.1,12.95,3.4,1,0.453,CSiS
2,A1 SH,LUKE G U,2625.5,55.84,0.483,4.7,13.35,3.6,1,0.434,CSiS
2,A1 SH,LUKE G U,2626.0,57.43,0.446,4.8,13.5,3.6,1,0.415,CSiS
2,A1 SH,LUKE G U,2626.5,58.22,0.362,4.9,13.75,3.5,1,0.396,CSiS
2,A1 SH,LUKE G U,2627.0,58.88,0.315,4.0,14.6,3.3,1,0.377,CSiS
2,A1 SH,LUKE G U,2627.5,60.6,0.306,4.5,15.25,3.2,1,0.358,CSiS
2,A1 SH,LUKE G U,2628.0,62.57,0.296,4.7,15.35,3.1,1,0.34,CSiS
2,A1 SH,LUKE G U,2628.5,66.19,0.32,5.3,15.35,3.1,1,0.321,CSiS
2,A1 SH,LUKE G U,2629.0,78.95,0.347,7.3,14.85,3.1,1,0.302,CSiS
2,A1 SH,LUKE G U,2629.5,84.77,0.373,8.6,14.3,3.1,1,0.283,CSiS
2,A1 SH,LUKE G U,2630.0,80.83,0.398,8.6,13.4,3.1,1,0.264,CSiS
2,A1 SH,LUKE G U,2630.5,66.48,0.421,6.5,12.35,3.1,1,0.245,CSiS
2,A1 SH,LUKE G U,2631.0,63.09,0.441,3.9,11.15,3.1,1,0.226,CSiS
2,A1 SH,LUKE G U,2631.5,62.7,0.465,3.9,10.95,3.1,1,0.208,CSiS
2,A1 SH,LUKE G U,2632.0,63.45,0.465,4.3,11.05,3.1,1,0.189,CSiS
2,A1 SH,LUKE G U,2632.5,66.94,0.446,5.6,11.8,3.1,1,0.17,CSiS
2,A1 SH,LUKE G U,2633.0,77.94,0.436,6.7,13.05,3.2,1,0.151,CSiS
2,A1 SH,LUKE G U,2633.5,81.4,0.418,8.1,14.15,3.2,1,0.132,CSiS
3,A1 SH,LUKE G U,2634.0,80.74,0.399,9.9,15.75,3.2,1,0.113,FSiS
2,A1 SH,LUKE G U,2634.5,76.45,0.39,10.6,16.5,3.2,1,0.094,CSiS
2,A1 SH,LUKE G U,2635.0,74.99,0.38,11.0,17.0,3.1,1,0.075,CSiS
2,A1 SH,LUKE G U,2635.5,75.21,0.38,14.2,19.5,3.1,1,0.057,CSiS
2,A1 SH,LUKE G U,2636.0,75.05,0.385,12.6,23.3,3.1,1,0.038,CSiS
2,A1 SH,LUKE G U,2636.5,62.14,0.413,9.5,24.65,3.1,1,0.019,CSiS
8,A1 LM,LUKE G U,2637.0,46.66,0.458,2.8,21.4,3.2,2,1.0,PS
8,A1 LM,LUKE G U,2637.5,29.68,0.499,4.6,16.7,3.4,2,0.985,PS
8,A1 LM,LUKE G U,2638.0,18.97,0.558,-0.3,11.35,3.9,2,0.97,PS
8,A1 LM,LUKE G U,2638.5,17.66,0.651,0.4,7.3,4.4,2,0.955,PS
8,A1 LM,LUKE G U,2639.0,18.02,0.736,0.5,5.15,4.8,2,0.94,PS
8,A1 LM,LUKE G U,2639.5,20.47,0.81,3.1,4.15,4.9,2,0.925,PS
8,A1 LM,LUKE G U,2640.0,26.7,0.848,4.0,4.4,4.8,2,0.91,PS
8,A1 LM,LUKE G U,2640.5,33.18,0.866,6.8,6.0,4.6,2,0.896,PS
8,A1 LM,LUKE G U,2641.0,42.67,0.866,8.0,7.4,4.4,2,0.881,PS
8,A1 LM,LUKE G U,2641.5,51.37,0.782,10.1,8.85,3.8,2,0.866,PS
6,A1 LM,LUKE G U,2642.0,54.26,0.745,12.6,10.4,3.6,2,0.851,WS
6,A1 LM,LUKE G U,2642.5,56.67,0.736,12.8,10.7,3.6,2,0.836,WS
6,A1 LM,LUKE G U,2643.0,57.35,0.736,12.3,10.95,3.7,2,0.821,WS
6,A1 LM,LUKE G U,2643.5,62.93,0.736,11.1,11.55,3.8,2,0.806,WS
6,A1 LM,LUKE G U,2644.0,66.49,0.745,10.0,11.0,3.9,2,0.791,WS
6,A1 LM,LUKE G U,2644.5,64.2,0.754,7.2,9.3,4.0,2,0.776,WS
6,A1 LM,LUKE G U,2645.0,58.09,0.801,2.5,6.55,4.1,2,0.761,WS
6,A1 LM,LUKE G U,2645.5,55.0,0.904,2.5,4.95,4.1,2,0.746,WS
6,A1 LM,LUKE G U,2646.0,55.97,0.923,2.5,4.85,4.1,2,0.731,WS
6,A1 LM,LUKE G U,2646.5,58.81,0.913,3.1,6.05,4.1,2,0.716,WS
6,A1 LM,LUKE G U,2647.0,67.1,0.885,5.4,8.3,4.0,2,0.701,WS
6,A1 LM,LUKE G U,2647.5,77.82,0.866,8.2,10.7,4.0,2,0.687,WS
4,A1 LM,LUKE G U,2648.0,115.71,0.829,8.2,11.5,3.9,2,0.672,SiSh
4,A1 LM,LUKE G U,2648.5,145.34,0.81,8.1,11.55,3.7,2,0.657,SiSh
4,A1 LM,LUKE G U,2649.0,195.89,0.801,8.0,11.5,3.7,2,0.642,SiSh
4,A1 LM,LUKE G U,2649.5,191.22,0.81,8.3,11.25,3.6,2,0.627,SiSh
4,A1 LM,LUKE G U,2650.0,177.59,0.82,7.0,9.7,3.6,2,0.612,SiSh
4,A1 LM,LUKE G U,2650.5,151.13,0.866,5.6,7.7,3.6,2,0.597,SiSh
8,A1 LM,LUKE G U,2651.0,116.51,0.932,3.0,5.2,3.8,2,0.582,PS
8,A1 LM,LUKE G U,2651.5,58.47,0.96,2.0,3.4,4.4,2,0.567,PS
8,A1 LM,LUKE G U,2652.0,56.71,0.951,2.1,3.25,5.0,2,0.552,PS
8,A1 LM,LUKE G U,2652.5,64.91,0.923,5.4,5.5,5.0,2,0.537,PS
8,A1 LM,LUKE G U,2653.0,74.3,0.885,10.1,8.65,4.8,2,0.522,PS
4,A1 LM,LUKE G U,2653.5,85.32,0.829,9.8,11.4,4.6,2,0.507,SiSh
4,A1 LM,LUKE G U,2654.0,97.02,0.754,11.9,13.75,4.3,2,0.493,SiSh
4,A1 LM,LUKE G U,2654.5,94.31,0.717,10.7,14.45,4.1,2,0.478,SiSh
4,A1 LM,LUKE G U,2655.0,88.35,0.689,10.2,14.7,3.9,2,0.463,SiSh
4,A1 LM,LUKE G U,2655.5,87.22,0.66,9.9,14.85,3.8,2,0.448,SiSh
4,A1 LM,LUKE G U,2656.0,85.82,0.628,9.6,14.8,3.8,2,0.433,SiSh
4,A1 LM,LUKE G U,2656.5,85.68,0.614,9.6,14.8,3.7,2,0.418,SiSh
4,A1 LM,LUKE G U,2657.0,86.5,0.623,9.4,14.9,3.7,2,0.403,SiSh
4,A1 LM,LUKE G U,2657.5,88.5,0.623,9.1,15.05,3.6,2,0.388,SiSh
4,A1 LM,LUKE G U,2658.0,88.84,0.623,8.7,14.95,3.6,2,0.373,SiSh
4,A1 LM,LUKE G U,2658.5,83.21,0.633,8.6,14.8,3.4,2,0.358,SiSh
4,A1 LM,LUKE G U,2659.0,71.5,0.633,8.7,14.65,3.3,2,0.343,SiSh
4,A1 LM,LUKE G U,2659.5,67.33,0.661,9.2,14.3,3.4,2,0.328,SiSh
4,A1 LM,LUKE G U,2660.0,61.32,0.689,9.5,13.95,3.5,2,0.313,SiSh
4,A1 LM,LUKE G U,2660.5,55.48,0.764,8.5,13.05,3.6,2,0.299,SiSh
6,A1 LM,LUKE G U,2661.0,51.6,0.857,3.8,10.1,3.7,2,0.284,WS
6,A1 LM,LUKE G U,2661.5,47.71,0.838,3.2,9.0,3.8,2,0.269,WS
6,A1 LM,LUKE G U,2662.0,48.07,0.801,3.2,8.9,3.8,2,0.254,WS
4,A1 LM,LUKE G U,2662.5,49.41,0.754,3.4,9.3,3.8,2,0.239,SiSh
4,A1 LM,LUKE G U,2663.0,66.1,0.689,3.7,10.35,3.8,2,0.224,SiSh
4,A1 LM,LUKE G U,2663.5,76.15,0.633,4.7,11.75,3.6,2,0.209,SiSh
4,A1 LM,LUKE G U,2664.0,92.92,0.595,7.6,14.1,3.3,2,0.194,SiSh
4,A1 LM,LUKE G U,2664.5,100.69,0.577,7.8,16.3,3.2,2,0.179,SiSh
4,A1 LM,LUKE G U,2665.0,101.16,0.605,7.4,18.6,2.5,2,0.164,SiSh
4,A1 LM,LUKE G U,2665.5,97.59,0.654,4.5,20.95,2.8,2,0.149,SiSh
4,A1 LM,LUKE G U,2666.0,87.35,0.711,4.7,20.85,3.1,2,0.134,SiSh
6,A1 LM,LUKE G U,2666.5,72.1,0.761,6.8,13.5,3.3,2,0.119,WS
6,A1 LM,LUKE G U,2667.0,64.79,0.806,7.5,9.75,3.8,2,0.104,WS
6,A1 LM,LUKE G U,2667.5,62.31,0.848,6.4,8.3,3.9,2,0.09,WS
6,A1 LM,LUKE G U,2668.0,56.83,0.894,5.0,7.2,3.8,2,0.075,WS
8,A1 LM,LUKE G U,2668.5,52.34,0.904,1.7,5.45,3.8,2,0.06,PS
8,A1 LM,LUKE G U,2669.0,48.52,0.904,-4.3,8.35,4.0,2,0.045,PS
8,A1 LM,LUKE G U,2669.5,54.95,0.885,-12.3,12.45,4.0,2,0.03,PS
8,A1 LM,LUKE G U,2670.0,61.02,0.838,-14.4,17.3,3.8,2,0.015,PS
3,B1 SH,LUKE G U,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1.0,FSiS
3,B1 SH,LUKE G U,2671.0,70.41,0.708,-6.3,21.75,3.2,1,0.974,FSiS
3,B1 SH,LUKE G U,2671.5,73.06,0.661,-1.0,20.0,3.1,1,0.949,FSiS
3,B1 SH,LUKE G U,2672.0,75.05,0.623,0.3,20.35,3.0,1,0.923,FSiS
3,B1 SH,LUKE G U,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897,FSiS
3,B1 SH,LUKE G U,2673.0,79.26,0.614,1.0,24.1,2.8,1,0.872,FSiS
3,B1 SH,LUKE G U,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846,FSiS
3,B1 SH,LUKE G U,2674.0,80.13,0.614,6.8,23.7,2.6,1,0.821,FSiS
3,B1 SH,LUKE G U,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795,FSiS
3,B1 SH,LUKE G U,2675.0,74.52,0.642,3.3,24.25,2.6,1,0.769,FSiS
2,B1 SH,LUKE G U,2675.5,73.2,0.67,0.1,23.65,2.6,1,0.744,CSiS
2,B1 SH,LUKE G U,2676.0,69.51,0.698,4.0,17.9,2.7,1,0.718,CSiS
2,B1 SH,LUKE G U,2676.5,64.97,0.736,4.6,16.0,2.8,1,0.692,CSiS
2,B1 SH,LUKE G U,2677.0,65.21,0.736,6.3,14.85,3.0,1,0.667,CSiS
2,B1 SH,LUKE G U,2677.5,65.7,0.736,7.4,13.6,3.1,1,0.641,CSiS
2,B1 SH,LUKE G U,2678.0,65.24,0.717,9.0,11.6,3.3,1,0.615,CSiS
2,B1 SH,LUKE G U,2678.5,63.2,0.717,9.2,10.7,3.6,1,0.59,CSiS
2,B1 SH,LUKE G U,2679.0,61.71,0.676,6.7,11.15,3.7,1,0.564,CSiS
2,B1 SH,LUKE G U,2679.5,60.3,0.624,4.3,11.05,3.6,1,0.538,CSiS
2,B1 SH,LUKE G U,2680.0,58.7,0.565,2.5,11.65,3.5,1,0.513,CSiS
2,B1 SH,LUKE G U,2680.5,56.18,0.511,0.8,11.7,3.3,1,0.487,CSiS
2,B1 SH,LUKE G U,2681.0,55.11,0.483,0.4,11.6,3.0,1,0.462,CSiS
2,B1 SH,LUKE G U,2681.5,54.51,0.436,0.5,11.55,3.0,1,0.436,CSiS
2,B1 SH,LUKE G U,2682.0,55.3,0.411,0.8,11.5,2.9,1,0.41,CSiS
2,B1 SH,LUKE G U,2682.5,55.56,0.39,1.2,11.6,2.9,1,0.385,CSiS
2,B1 SH,LUKE G U,2683.0,54.92,0.362,1.1,11.75,2.8,1,0.359,CSiS
2,B1 SH,LUKE G U,2683.5,54.92,0.352,1.0,11.9,2.8,1,0.333,CSiS
2,B1 SH,LUKE G U,2684.0,55.63,0.362,0.9,11.85,2.9,1,0.308,CSiS
2,B1 SH,LUKE G U,2684.5,57.6,0.371,1.0,11.7,2.9,1,0.282,CSiS
2,B1 SH,LUKE G U,2685.0,60.83,0.371,1.7,11.45,3.0,1,0.256,CSiS
2,B1 SH,LUKE G U,2685.5,62.86,0.38,2.4,11.6,3.1,1,0.231,CSiS
3,B1 SH,LUKE G U,2686.0,67.48,0.407,8.6,14.6,3.1,1,0.205,FSiS
3,B1 SH,LUKE G U,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179,FSiS
3,B1 SH,LUKE G U,2687.0,77.79,0.464,8.2,14.6,3.2,1,0.154,FSiS
3,B1 SH,LUKE G U,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128,FSiS
3,B1 SH,LUKE G U,2688.0,75.9,0.502,6.7,15.15,3.4,1,0.103,FSiS
3,B1 SH,LUKE G U,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077,FSiS
3,B1 SH,LUKE G U,2689.0,73.43,0.537,-1.0,21.9,3.6,1,0.051,FSiS
3,B1 SH,LUKE G U,2689.5,64.68,0.633,-0.5,20.45,3.3,1,0.026,FSiS
8,B1 LM,LUKE G U,2690.0,50.6,0.717,-0.2,16.1,3.4,2,1.0,PS
8,B1 LM,LUKE G U,2690.5,39.67,0.792,-1.6,6.4,3.6,2,0.957,PS
8,B1 LM,LUKE G U,2691.0,31.96,0.81,0.5,4.55,3.9,2,0.913,PS
6,B1 LM,LUKE G U,2691.5,42.29,0.866,0.6,4.6,4.5,2,0.87,WS
6,B1 LM,LUKE G U,2692.0,48.33,0.904,1.8,5.6,4.2,2,0.826,WS
6,B1 LM,LUKE G U,2692.5,48.4,0.932,0.9,6.15,3.6,2,0.783,WS
6,B1 LM,LUKE G U,2693.0,48.41,0.979,0.5,6.25,3.4,2,0.739,WS
6,B1 LM,LUKE G U,2693.5,46.41,1.007,-0.2,5.9,3.5,2,0.696,WS
8,B1 LM,LUKE G U,2694.0,44.36,1.025,-0.7,5.45,3.6,2,0.652,PS
8,B1 LM,LUKE G U,2694.5,39.15,1.053,-0.2,4.4,3.8,2,0.609,PS
6,B1 LM,LUKE G U,2695.0,36.7,1.072,0.7,3.25,4.1,2,0.565,WS
6,B1 LM,LUKE G U,2695.5,36.01,1.1,0.5,3.05,4.7,2,0.522,WS
6,B1 LM,LUKE G U,2696.0,37.9,1.119,0.8,3.3,4.9,2,0.478,WS
6,B1 LM,LUKE G U,2696.5,40.44,1.119,1.4,3.6,4.7,2,0.435,WS
6,B1 LM,LUKE G U,2697.0,43.51,1.128,1.7,3.75,4.5,2,0.391,WS
6,B1 LM,LUKE G U,2697.5,44.73,1.119,1.8,3.9,4.3,2,0.348,WS
6,B1 LM,LUKE G U,2698.0,52.29,1.119,1.9,4.25,4.2,2,0.304,WS
6,B1 LM,LUKE G U,2698.5,57.68,1.095,2.9,5.35,4.3,2,0.261,WS
8,B1 LM,LUKE G U,2699.0,55.66,1.063,2.6,5.3,4.5,2,0.217,PS
8,B1 LM,LUKE G U,2699.5,51.65,1.044,1.7,4.35,4.6,2,0.174,PS
8,B1 LM,LUKE G U,2700.0,48.58,0.894,1.2,3.4,4.6,2,0.13,PS
8,B1 LM,LUKE G U,2700.5,52.53,0.82,0.8,3.5,4.5,2,0.087,PS
8,B1 LM,LUKE G U,2701.0,63.83,0.727,2.4,4.9,4.1,2,0.043,PS
3,B2 SH,LUKE G U,2701.5,73.93,0.661,2.5,9.95,3.6,1,1.0,FSiS
3,B2 SH,LUKE G U,2702.0,82.15,0.623,5.9,12.95,3.2,1,0.957,FSiS
2,B2 SH,LUKE G U,2702.5,79.86,0.586,7.5,14.05,3.1,1,0.913,CSiS
2,B2 SH,LUKE G U,2703.0,75.71,0.567,6.6,13.5,3.1,1,0.87,CSiS
2,B2 SH,LUKE G U,2703.5,70.41,0.567,7.0,11.0,3.2,1,0.826,CSiS
2,B2 SH,LUKE G U,2704.0,59.72,0.595,6.8,9.4,3.4,1,0.783,CSiS
2,B2 SH,LUKE G U,2704.5,61.47,0.623,5.8,8.4,3.6,1,0.739,CSiS
2,B2 SH,LUKE G U,2705.0,65.24,0.623,6.6,8.9,3.9,1,0.696,CSiS
2,B2 SH,LUKE G U,2705.5,66.26,0.633,6.4,9.1,4.1,1,0.652,CSiS
2,B2 SH,LUKE G U,2706.0,68.21,0.623,4.8,9.8,4.2,1,0.609,CSiS
2,B2 SH,LUKE G U,2706.5,69.24,0.567,3.1,10.65,4.0,1,0.565,CSiS
2,B2 SH,LUKE G U,2707.0,71.23,0.53,2.0,12.8,3.8,1,0.522,CSiS
2,B2 SH,LUKE G U,2707.5,76.47,0.502,-9.2,23.9,3.7,1,0.478,CSiS
3,B2 SH,LUKE G U,2708.0,83.52,0.493,-5.5,27.15,3.2,1,0.435,FSiS
3,B2 SH,LUKE G U,2708.5,82.88,0.502,-4.8,27.5,2.6,1,0.348,FSiS
3,B2 SH,LUKE G U,2709.0,76.99,0.53,-2.5,25.55,2.6,1,0.304,FSiS
2,B2 SH,LUKE G U,2709.5,68.71,0.549,-1.9,15.95,2.7,1,0.261,CSiS
2,B2 SH,LUKE G U,2710.0,66.49,0.595,2.3,9.95,3.0,1,0.217,CSiS
2,B2 SH,LUKE G U,2710.5,66.67,0.614,1.8,10.3,3.4,1,0.174,CSiS
2,B2 SH,LUKE G U,2711.0,68.68,0.661,4.7,17.45,3.4,1,0.13,CSiS
2,B2 SH,LUKE G U,2711.5,67.26,0.689,-3.6,21.4,3.3,1,0.087,CSiS
8,B2 LM,LUKE G U,2712.0,38.21,0.745,0.5,17.25,3.2,2,1.0,PS
8,B2 LM,LUKE G U,2712.5,23.03,0.764,2.0,13.2,3.4,2,0.947,PS
8,B2 LM,LUKE G U,2713.0,16.09,0.764,0.0,9.6,4.0,2,0.895,PS
8,B2 LM,LUKE G U,2713.5,15.38,0.773,0.2,9.4,4.7,2,0.842,PS
8,B2 LM,LUKE G U,2714.0,15.34,0.792,0.1,9.75,5.3,2,0.789,PS
8,B2 LM,LUKE G U,2714.5,15.83,0.792,-1.5,11.15,5.8,2,0.737,PS
8,B2 LM,LUKE G U,2715.0,16.39,0.801,-2.0,11.4,5.8,2,0.684,PS
8,B2 LM,LUKE G U,2715.5,17.2,0.838,-2.5,11.15,5.6,2,0.632,PS
8,B2 LM,LUKE G U,2716.0,20.17,0.857,-3.0,10.4,5.2,2,0.579,PS
8,B2 LM,LUKE G U,2716.5,24.31,0.876,-3.0,8.6,5.1,2,0.526,PS
8,B2 LM,LUKE G U,2717.0,24.49,0.885,-0.4,6.6,5.0,2,0.474,PS
8,B2 LM,LUKE G U,2717.5,24.54,0.904,0.7,5.95,5.0,2,0.421,PS
8,B2 LM,LUKE G U,2718.0,23.16,0.904,1.2,6.5,5.0,2,0.368,PS
8,B2 LM,LUKE G U,2718.5,22.98,0.913,1.1,6.75,5.0,2,0.316,PS
8,B2 LM,LUKE G U,2719.0,23.48,0.904,0.8,7.8,5.1,2,0.263,PS
8,B2 LM,LUKE G U,2719.5,25.9,0.866,1.8,8.1,5.1,2,0.211,PS
6,B2 LM,LUKE G U,2720.0,25.9,0.866,1.8,8.1,5.1,2,0.211,WS
6,B2 LM,LUKE G U,2720.5,32.16,0.824,2.9,8.15,5.1,2,0.158,WS
6,B2 LM,LUKE G U,2721.0,34.86,0.773,3.5,8.55,5.1,2,0.105,WS
6,B2 LM,LUKE G U,2721.5,38.53,0.726,2.8,8.9,5.1,2,0.053,WS
3,B3 SH,LUKE G U,2722.0,40.07,0.595,0.3,8.95,4.9,1,1.0,FSiS
3,B3 SH,LUKE G U,2722.5,45.45,0.493,-5.8,11.9,4.4,1,0.971,FSiS
3,B3 SH,LUKE G U,2723.0,54.42,0.446,-16.0,17.8,3.7,1,0.943,FSiS
3,B3 SH,LUKE G U,2723.5,82.13,0.427,-12.2,23.4,3.3,1,0.914,FSiS
3,B3 SH,LUKE G U,2724.0,95.72,0.399,-5.6,27.1,2.9,1,0.886,FSiS
3,B3 SH,LUKE G U,2724.5,100.54,0.371,-0.6,29.6,2.6,1,0.857,FSiS
3,B3 SH,LUKE G U,2725.0,101.09,0.343,-0.2,29.8,2.5,1,0.829,FSiS
3,B3 SH,LUKE G U,2725.5,97.01,0.306,-0.5,29.55,2.4,1,0.8,FSiS
3,B3 SH,LUKE G U,2726.0,89.65,0.268,-3.4,28.0,2.4,1,0.771,FSiS
3,B3 SH,LUKE G U,2726.5,87.36,0.25,-1.3,23.45,2.4,1,0.743,FSiS
3,B3 SH,LUKE G U,2727.0,84.42,0.231,3.0,20.9,2.5,1,0.714,FSiS
3,B3 SH,LUKE G U,2727.5,83.16,0.222,7.3,18.85,2.7,1,0.686,FSiS
3,B3 SH,LUKE G U,2728.0,82.81,0.212,7.6,19.5,2.7,1,0.657,FSiS
3,B3 SH,LUKE G U,2728.5,85.11,0.194,4.3,21.85,2.8,1,0.629,FSiS
3,B3 SH,LUKE G U,2729.0,86.75,0.194,4.1,21.85,2.7,1,0.6,FSiS
3,B3 SH,LUKE G U,2729.5,87.27,0.194,3.0,21.2,2.6,1,0.571,FSiS
3,B3 SH,LUKE G U,2730.0,85.02,0.203,5.4,19.6,2.6,1,0.543,FSiS
3,B3 SH,LUKE G U,2730.5,79.75,0.226,5.8,19.7,2.6,1,0.514,FSiS
3,B3 SH,LUKE G U,2731.0,78.3,0.24,5.5,19.85,2.6,1,0.486,FSiS
3,B3 SH,LUKE G U,2731.5,81.07,0.269,7.6,18.4,2.6,1,0.457,FSiS
2,B3 SH,LUKE G U,2732.0,79.27,0.302,6.4,16.2,2.8,1,0.429,CSiS
2,B3 SH,LUKE G U,2732.5,73.93,0.334,5.9,14.05,3.0,1,0.4,CSiS
2,B3 SH,LUKE G U,2733.0,65.23,0.371,4.1,11.95,3.3,1,0.371,CSiS
2,B3 SH,LUKE G U,2733.5,61.78,0.446,3.2,11.2,3.5,1,0.343,CSiS
2,B3 SH,LUKE G U,2734.0,62.11,0.493,2.8,11.5,3.5,1,0.314,CSiS
2,B3 SH,LUKE G U,2734.5,62.58,0.521,2.7,11.95,3.4,1,0.286,CSiS
2,B3 SH,LUKE G U,2735.0,64.56,0.53,2.5,12.15,3.3,1,0.257,CSiS
2,B3 SH,LUKE G U,2735.5,67.07,0.53,2.5,11.85,3.4,1,0.229,CSiS
2,B3 SH,LUKE G U,2736.0,68.49,0.521,2.8,11.7,3.3,1,0.2,CSiS
2,B3 SH,LUKE G U,2736.5,74.44,0.521,3.1,11.55,3.2,1,0.171,CSiS
3,B3 SH,LUKE G U,2737.0,78.97,0.521,4.4,11.5,3.3,1,0.143,FSiS
3,B3 SH,LUKE G U,2737.5,80.06,0.558,5.7,11.65,3.4,1,0.114,FSiS
8,B3 LM,LUKE G U,2738.0,67.48,0.741,2.5,13.85,3.9,2,1.0,PS
8,B3 LM,LUKE G U,2738.5,52.5,0.773,1.4,12.9,4.0,2,0.889,PS
8,B3 LM,LUKE G U,2739.0,31.71,0.801,0.6,9.2,4.3,2,0.778,PS
8,B3 LM,LUKE G U,2739.5,25.1,0.81,-0.7,8.35,4.6,2,0.667,PS
8,B3 LM,LUKE G U,2740.0,23.57,0.829,-1.5,7.55,4.7,2,0.556,PS
8,B3 LM,LUKE G U,2740.5,25.17,0.829,-1.5,7.15,4.7,2,0.444,PS
8,B3 LM,LUKE G U,2741.0,31.3,0.801,-0.8,6.7,4.7,2,0.333,PS
8,B3 LM,LUKE G U,2741.5,37.3,0.773,0.1,6.75,4.4,2,0.222,PS
8,B3 LM,LUKE G U,2742.0,43.05,0.736,0.9,7.15,3.8,2,0.111,PS
2,B4 SH,LUKE G U,2742.5,49.95,0.698,1.6,7.9,3.6,1,1.0,CSiS
2,B4 SH,LUKE G U,2743.0,56.08,0.642,1.6,8.2,3.5,1,0.957,CSiS
2,B4 SH,LUKE G U,2743.5,58.25,0.62,1.8,8.8,3.4,1,0.913,CSiS
2,B4 SH,LUKE G U,2744.0,61.71,0.596,3.0,9.1,3.4,1,0.87,CSiS
2,B4 SH,LUKE G U,2744.5,66.63,0.567,4.1,9.45,3.3,1,0.826,CSiS
3,B4 SH,LUKE G U,2745.0,71.55,0.558,5.1,9.85,3.3,1,0.783,FSiS
3,B4 SH,LUKE G U,2745.5,78.54,0.567,6.9,11.35,3.3,1,0.739,FSiS
3,B4 SH,LUKE G U,2746.0,82.48,0.549,9.5,13.95,3.2,1,0.696,FSiS
3,B4 SH,LUKE G U,2746.5,77.48,0.549,8.7,13.65,3.2,1,0.652,FSiS
2,B4 SH,LUKE G U,2747.0,74.35,0.539,7.7,12.75,3.1,1,0.609,CSiS
2,B4 SH,LUKE G U,2747.5,67.76,0.53,6.7,11.95,3.2,1,0.565,CSiS
2,B4 SH,LUKE G U,2748.0,62.93,0.53,5.7,11.65,3.3,1,0.522,CSiS
2,B4 SH,LUKE G U,2748.5,58.85,0.53,2.8,10.7,3.3,1,0.478,CSiS
2,B4 SH,LUKE G U,2749.0,57.92,0.521,2.2,11.0,3.3,1,0.435,CSiS
2,B4 SH,LUKE G U,2749.5,61.42,0.53,2.2,11.2,3.2,1,0.391,CSiS
2,B4 SH,LUKE G U,2750.0,61.98,0.53,2.5,11.45,3.2,1,0.348,CSiS
2,B4 SH,LUKE G U,2750.5,62.63,0.539,2.8,11.5,3.1,1,0.304,CSiS
2,B4 SH,LUKE G U,2751.0,62.94,0.539,3.6,11.2,3.1,1,0.261,CSiS
2,B4 SH,LUKE G U,2751.5,65.85,0.53,4.4,10.9,3.3,1,0.217,CSiS
2,B4 SH,LUKE G U,2752.0,68.59,0.53,4.4,10.9,3.4,1,0.174,CSiS
3,B4 SH,LUKE G U,2752.5,74.99,0.53,2.7,12.25,3.5,1,0.13,FSiS
3,B4 SH,LUKE G U,2753.0,79.04,0.539,3.0,14.5,3.6,1,0.087,FSiS
3,B4 SH,LUKE G U,2753.5,79.86,0.558,3.2,17.8,3.4,1,0.043,FSiS
3,B4 SH,LUKE G U,2754.0,79.11,0.61,7.0,17.7,3.2,1,0.01,FSiS
6,B4 LM,LUKE G U,2754.5,79.11,0.61,7.0,17.7,3.2,2,1.0,WS
8,B4 LM,LUKE G U,2755.0,73.93,0.689,7.0,14.1,3.2,2,0.857,PS
8,B4 LM,LUKE G U,2755.5,56.13,0.698,5.6,9.2,3.5,2,0.714,PS
8,B4 LM,LUKE G U,2756.0,30.61,0.698,4.2,6.4,4.1,2,0.571,PS
